,image_id,label,source,0,fold_0,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6
3313,1578495019.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
3321,1579515539.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
3323,1579761476.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
3324,1579937444.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
3332,1581140405.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
3336,1582056654.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
3358,158743924.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
3367,1589109993.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
3369,1589421421.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
3370,1589812135.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
3382,159163820.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
3385,1592499949.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
3394,1593718763.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
3405,1595866872.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
3407,1596196838.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
3409,1596461528.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
3411,159654644.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
3434,1601764877.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
3442,1603130456.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
3446,1603729463.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
3448,1604328731.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
3453,1606494561.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
3456,1606801147.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
3470,1610520050.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
3488,1613918546.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
3495,1615919700.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
3535,1622568975.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
3548,162740748.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
3549,1627474400.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
3562,1630010851.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
3579,1633537888.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
3582,1633693725.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
3583,1633836154.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
3592,1634815405.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
3599,1635619978.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
3606,1637512671.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
3611,1638509786.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
3613,163947288.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
3643,1645132898.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
3647,1646187978.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
3664,1649683387.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
3670,165028458.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
3697,1654445556.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
3700,1654717395.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
3712,1656709823.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
3723,1658413948.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
3743,1665625753.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
3754,1667447724.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
3780,1672278080.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
3782,1672763395.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
3786,1673586236.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
3789,1673785901.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
3803,1677019415.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
3819,1680665967.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
3820,1680873912.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
3821,1681135049.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
3829,1681870456.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
3832,1682790213.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
3837,1683677421.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
3840,1684430173.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
3848,1686082281.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
3868,1689510013.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
3874,1690277956.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
3875,1690305793.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
3885,169145266.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
3906,1695268361.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
3920,1697663817.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
3929,1698435462.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
3931,1698873307.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
3935,1699999256.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
3968,1706377266.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
3970,1706671174.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
3988,1709988412.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
3994,1710700756.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
3996,1711244110.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
3997,1711803773.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
4001,1712397585.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
4006,1713403658.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
4016,1714696851.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
4017,1714701345.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
4060,1724663202.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
4062,1724843600.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
4063,1725548375.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
4069,1726536780.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
4071,1726694302.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
4076,1727150436.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
4077,1727205281.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
4090,1729933638.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
4091,173019618.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
4108,1733437484.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
4116,1734635287.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
4123,1736063036.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
4145,1739927380.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
4156,1741967088.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
4182,1747122718.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
4190,1748519439.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
4203,1752152470.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
4269,1762040629.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
4284,1765190680.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
4290,1766917625.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
4298,1768669927.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
4306,1769894805.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
4310,1770746162.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
4314,1772260831.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
4316,1772421330.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
4320,1773042943.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
4323,1773381712.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
4339,1775343418.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
4364,1779278752.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
4377,1781932612.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
4384,1783273641.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
4387,1783431925.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
4389,1783641862.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
4394,1784483184.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
4403,1785840439.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
4416,178880482.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
4422,1789470358.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
4423,1789486602.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
4424,178976656.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
4427,1790319061.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
4435,1791724511.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
4442,1794147963.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
4444,1794652676.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
4449,179499224.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
4465,179693098.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
4492,1803055979.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
4503,1805270227.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
4512,1807740232.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
4514,1808097305.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
4519,180910875.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
4541,1813497241.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
4546,1814107943.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
4547,1814144394.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
4548,1814333907.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
4552,1814991024.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
4572,1817835614.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
4573,1818510196.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
4588,1821532934.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
4631,1828167869.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
4643,1830481275.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
4645,1830775926.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
4659,1832233045.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
4683,1835317288.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
4687,1835807693.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
4688,1835826214.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
4721,1840620834.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
4742,1844952101.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
4753,184765272.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
4760,1848686439.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
4766,1849571285.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
4790,1854709315.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
4827,1859833344.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
4837,1861354699.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
4852,1865586599.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
4874,1869765535.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
4877,1870345628.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
4894,1873204876.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
4905,1875533805.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
4923,1879306214.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
4925,1879473722.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
4945,1882997044.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
4970,1887844954.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
4985,1890187078.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
4990,1891003556.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
5003,1892531971.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
5004,189256302.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
5015,1894124003.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
5018,1894712729.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
5022,1895979101.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
5031,1897331783.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
5044,1899678596.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
5067,1903454403.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
5079,1905119159.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
5092,1907269617.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
5102,1908665775.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
5109,1909629301.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
5118,191139600.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
5120,1912329791.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
5125,1914862989.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
5134,1916879367.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
5139,1917903934.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
5152,1920198241.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
5156,1921138686.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
5163,192315586.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
5174,1924914.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
5176,1925077855.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
5177,1925563620.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
5196,1928188434.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
5201,1928547462.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
5202,1928678720.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
5206,1929477466.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
5236,193330948.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
5241,1934605474.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
5258,1938616867.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
5265,1939113672.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
5270,193990553.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
5281,1941569739.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
5289,1943423929.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
5300,1945045418.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
5315,1948579246.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
5321,194923526.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
5323,1949374159.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
5338,1951683874.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
5344,1952459462.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
5351,1953872321.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
5355,1954401437.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
5358,1955289592.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
5360,1955463864.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
5362,1955593509.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
5370,1957293251.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
5374,1957687163.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
5383,1959483554.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
5389,1960041118.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
5392,1960632681.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
5401,1962408284.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
5402,1962633596.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
5411,1964012353.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
5415,1964968519.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
5418,1965467529.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
5423,196618228.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
5425,1966321614.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
5431,1967011907.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
5459,1971427379.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
5460,1971706918.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
5462,197188910.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
5486,1977177894.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
5491,1978440967.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
5510,1981678917.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
5512,198179397.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
5520,198333324.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
5522,1983422244.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
5525,1983581913.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
5534,1984830007.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
5549,1987807979.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
5559,1989483426.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
5570,199104607.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
5573,199112616.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
5583,1993604237.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
5593,1994247876.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
5595,1994597996.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
5641,2002853239.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
5653,2004702183.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
5661,2006844398.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
5681,2011205362.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
5683,2011474799.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
5686,2011886920.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
5690,2012411582.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
5698,2013935388.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
5712,2016389925.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
5723,2018156221.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
5733,2020316651.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
5735,2021127327.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
5736,2021239499.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
5743,2021964634.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
5747,2022734694.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
5764,2026618644.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
5765,2026837055.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
5784,2028754685.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
5789,2029751632.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
5809,2033707322.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,test,train,train,train,train,train
5814,2034179066.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
5823,20361463.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
5825,2036664947.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
5858,2045155911.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
5894,2051629821.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
5901,2052664728.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
5909,205418485.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
5918,2055831715.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
5923,2056049935.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
5930,2057361034.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
5933,2058954954.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,test,train,train,train
5935,2059048377.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
5977,2066754199.jpg,1,2020,Cassava Brown Streak Disease (CBSD),test,train,train,train,train,train,train
5982,2068435088.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
6005,2073193450.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,test,train
6015,2074713873.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
6037,2078711421.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,test,train,train,train,train
6062,2082899296.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,test,train,train
6066,2084139110.jpg,1,2020,Cassava Brown Streak Disease (CBSD),train,train,train,train,train,train,test
